Wavenumbercm-1,hexyldecanoic_acid
3624.74222843184,-0.00292964940625191
3621.01306976062,-0.00255229759142997
3617.28391108939,-0.00246557026841082
3613.55475241816,-0.00235676413412049
3609.82559374694,-0.00216239257623978
3606.09643507571,-0.00195862122896152
3602.36727640448,-0.00240742827114138
3598.63811773326,-0.00294427526911574
3594.90895906203,-0.0033287643199231
3591.1798003908,-0.00359443243794976
3587.45064171958,-0.00352813768261734
3583.72148304835,-0.00333190222273307
3579.99232437713,-0.00288868716671725
3576.2631657059,-0.0030024460309269
3572.53400703467,-0.00261167462747781
3568.80484836345,-0.00208835849863634
3565.07568969222,-0.00304646984088842
3561.34653102099,-0.00390509242140238
3557.61737234977,-0.00311191365849717
3553.88821367854,-0.00303392859601605
3550.15905500732,-0.00402485089717027
3546.42989633609,-0.00377564488165213
3542.70073766486,-0.00399402094974384
3538.97157899364,-0.00469640677307435
3535.24242032241,-0.004497496762483
3531.51326165118,-0.00432195297848278
3527.78410297996,-0.00461611687379186
3524.05494430873,-0.00487250029129595
3520.32578563751,-0.00470558667766178
3516.59662696628,-0.00479575090449046
3512.86746829505,-0.0052134457088023
3509.13830962383,-0.0049072441858936
3505.4091509526,-0.0041701781321195
3501.67999228137,-0.00402740077031854
3497.95083361015,-0.00397519361504412
3494.22167493892,-0.00363253903947936
3490.4925162677,-0.00384058436281276
3486.76335759647,-0.00496611066069641
3483.03419892524,-0.00456816956130888
3479.30504025402,-0.00278814095322635
3475.57588158279,-0.00256596188176551
3471.84672291156,-0.00344935177364066
3468.11756424034,-0.00297060864741288
3464.38840556911,-0.00183378828407983
3460.65924689788,-0.00149302143082255
3456.93008822666,-0.00139866346006255
3453.20092955543,-0.00136374145605957
3449.47177088421,-0.00137812799654113
3445.74261221298,-0.00129017960409295
3442.01345354175,-0.00122516976780869
3438.28429487053,-0.00113979887311097
3434.5551361993,-0.00103643522819582
3430.82597752807,-0.00030484159641056
3427.09681885685,0.000525432530128808
3423.36766018562,0.000344211793459739
3419.6385015144,-0.000613420231747083
3415.90934284317,-0.000616892290858567
3412.18018417194,0.000863252842676465
3408.45102550072,0.00194002781101405
3404.72186682949,0.00180232321740219
3400.99270815826,0.0017585726074882
3397.26354948704,0.00250428032136602
3393.53439081581,0.00320058176735759
3389.80523214459,0.00333497441889146
3386.07607347336,0.0036664981479145
3382.34691480213,0.00439264991665443
3378.61775613091,0.00465082984628361
3374.88859745968,0.00529438179735501
3371.15943878845,0.006391745969984
3367.43028011723,0.00637196205271706
3363.701121446,0.00612235017710973
3359.97196277478,0.00664737740149421
3356.24280410355,0.00762511775998676
3352.51364543232,0.00884872216792408
3348.7844867611,0.00990514390384265
3345.05532808987,0.0103180907199961
3341.32616941864,0.010500091064297
3337.59701074742,0.011081636180396
3333.86785207619,0.0123379951894521
3330.13869340496,0.0135090145884703
3326.40953473374,0.013605232087749
3322.68037606251,0.0135566793661523
3318.95121739129,0.0142694594524407
3315.22205872006,0.0153075603656845
3311.49290004883,0.0162110971369711
3307.76374137761,0.017112131579997
3304.03458270638,0.0182236843194057
3300.30542403515,0.0189854425993662
3296.57626536393,0.0200107448291695
3292.8471066927,0.0207317995266526
3289.11794802148,0.0216407392767297
3285.38878935025,0.0227544251512011
3281.65963067902,0.023151364158211
3277.9304720078,0.02383970682575
3274.20131333657,0.0249583448958167
3270.47215466534,0.0259804509745232
3266.74299599412,0.0268225423435728
3263.01383732289,0.0282542506597705
3259.28467865167,0.0299953362486615
3255.55551998044,0.0307342336840917
3251.82636130921,0.0308699468371005
3248.09720263799,0.0314411382446963
3244.36804396676,0.0324106063525172
3240.63888529553,0.0333757931962968
3236.90972662431,0.0342925126114654
3233.18056795308,0.0355586718819351
3229.45140928185,0.0373972855444179
3225.72225061063,0.038823667664186
3221.9930919394,0.0395576912482568
3218.26393326818,0.0405727818323234
3214.53477459695,0.0417031329137698
3210.80561592572,0.0427119433906656
3207.0764572545,0.0440391841858843
3203.34729858327,0.0453782300458517
3199.61813991204,0.0460046894754614
3195.88898124082,0.046048947697497
3192.15982256959,0.0470428748876408
3188.43066389837,0.0483616243059184
3184.70150522714,0.0498057868074033
3180.97234655591,0.0513447088598999
3177.24318788469,0.0522686083242049
3173.51402921346,0.0529587196697502
3169.78487054223,0.0535214417713481
3166.05571187101,0.054167136103062
3162.32655319978,0.0552162235726838
3158.59739452856,0.0561411049138249
3154.86823585733,0.0563061538304538
3151.1390771861,0.0561520267378358
3147.40991851488,0.0564013461969639
3143.68075984365,0.0568039107060902
3139.95160117242,0.0577846248914631
3136.2224425012,0.0588884538480255
3132.49328382997,0.0592149349251048
3128.76412515875,0.0594590939851046
3125.03496648752,0.0603461274267687
3121.30580781629,0.0615201230325239
3117.57664914507,0.0619833642585772
3113.84749047384,0.0615649301567688
3110.11833180261,0.0613440633276721
3106.38917313139,0.0622879472556247
3102.66001446016,0.063661597829789
3098.93085578893,0.0644099060936842
3095.20169711771,0.0646246952634222
3091.47253844648,0.0647293516781048
3087.74337977526,0.0644481416991656
3084.01422110403,0.0640867967764532
3080.2850624328,0.0643077672664056
3076.55590376158,0.0646955955243014
3072.82674509035,0.0647093800594542
3069.09758641912,0.0649007348417676
3065.3684277479,0.0656101131879243
3061.63926907667,0.0662535245833735
3057.91011040545,0.0664111112811333
3054.18095173422,0.0664959258362529
3050.45179306299,0.0666015066652293
3046.72263439177,0.0665392227381686
3042.99347572054,0.0665119800347825
3039.26431704931,0.0660526239030082
3035.53515837809,0.0654191884142912
3031.80599970686,0.0649787667288192
3028.07684103564,0.0643429856800684
3024.34768236441,0.063068625361436
3020.61852369318,0.0619468396013398
3016.88936502196,0.0611956195396808
3013.16020635073,0.0601954133142667
3009.4310476795,0.0589292535753686
3005.70188900828,0.0580105551793522
3001.97273033705,0.0573863294406141
2998.24357166583,0.0567421975614746
2994.5144129946,0.0567404189655814
2990.78525432337,0.058100154279039
2987.05609565215,0.0588497046375878
2983.32693698092,0.0565823203972953
2979.59777830969,0.0525944339479617
2975.86861963847,0.0542395955280889
2972.13946096724,0.0705593255655416
2968.41030229601,0.0981403908273562
2964.68114362479,0.122635536431519
2960.95198495356,0.135403577076896
2957.22282628234,0.141583517340534
2953.49366761111,0.151404074253241
2949.76450893988,0.169610202394822
2946.03535026866,0.193638551238195
2942.30619159743,0.220643168350501
2938.5770329262,0.248361807351744
2934.84787425498,0.269924687251785
2931.11871558375,0.276468183465715
2927.38955691253,0.264521158775156
2923.6603982413,0.239575488169868
2919.93123957007,0.211002230792898
2916.20208089885,0.184526020644164
2912.47292222762,0.164064466441419
2908.74376355639,0.149321845921186
2905.01460488517,0.136289128075726
2901.28544621394,0.123220519737173
2897.55628754272,0.111294828313676
2893.82712887149,0.101344995446144
2890.09797020026,0.0949554394835093
2886.36881152904,0.0947977007136613
2882.63965285781,0.0996454775425857
2878.91049418658,0.104179758317102
2875.18133551536,0.107510665418164
2871.45217684413,0.11799266864909
2867.72301817291,0.138840072866346
2863.99385950168,0.159214438681648
2860.26470083045,0.162382453361224
2856.53554215923,0.142058214847258
2852.806383488,0.109618905452781
2849.07722481677,0.0799132931088388
2845.34806614555,0.0589168000080753
2841.61890747432,0.0463609862836499
2837.88974880309,0.0398752516880239
2834.16059013187,0.03625810827511
2830.43143146064,0.0337212345234716
2826.70227278942,0.0317995730262686
2822.97311411819,0.0303198260731197
2819.24395544696,0.0291742352305239
2815.51479677574,0.028254524838427
2811.78563810451,0.0276723452648004
2808.05647943328,0.0271302906247754
2804.32732076206,0.0265926572290101
2800.59816209083,0.0262151728882876
2796.86900341961,0.026119283245719
2793.13984474838,0.0259163049561011
2789.41068607715,0.0254324249076549
2785.68152740593,0.0250538592686661
2781.9523687347,0.0247608752614787
2778.22321006347,0.0246064934121725
2774.49405139225,0.0244225305269704
2770.76489272102,0.0242330860244481
2767.0357340498,0.024150479790073
2763.30657537857,0.0241294118653516
2759.57741670734,0.0241051082263457
2755.84825803612,0.0239341064929368
2752.11909936489,0.0238149562308393
2748.38994069366,0.024051810917607
2744.66078202244,0.0243497171353462
2740.93162335121,0.02428852606205
2737.20246467999,0.0241872385542369
2733.47330600876,0.0239733882384541
2729.74414733753,0.0231655389266791
2726.01498866631,0.0221939834611338
2722.28582999508,0.0216973457292339
2718.55667132385,0.0213281325820002
2714.82751265263,0.0209787702183221
2711.0983539814,0.0207498399483419
2707.36919531017,0.0206030487223451
2703.64003663895,0.0205408332709569
2699.91087796772,0.0204970246103955
2696.1817192965,0.0208255969628128
2692.45256062527,0.021408068775399
2688.72340195404,0.0219950030856895
2684.99424328282,0.0224354144034943
2681.26508461159,0.0225772382132047
2677.53592594036,0.0225213770874293
2673.80676726914,0.0224408661024247
2670.07760859791,0.0224218052442081
2666.34844992669,0.0223233862543353
2662.61929125546,0.0223611308919199
2658.89013258423,0.0223733890490306
2655.16097391301,0.0218565703214472
2651.43181524178,0.0211116879597607
2647.70265657055,0.0206073681637618
2643.97349789933,0.0202024589400393
2640.2443392281,0.0198452023082814
2636.51518055688,0.0192496811363937
2632.78602188565,0.0185842351098237
2629.05686321442,0.0179245487036056
2625.3277045432,0.017747269051839
2621.59854587197,0.0178378126870366
2617.86938720074,0.0178299700981269
2614.14022852952,0.0180018637462708
2610.41106985829,0.0175969510884775
2606.68191118707,0.0168116575084481
2602.95275251584,0.0159663266072203
2599.22359384461,0.0151913886200204
2595.49443517339,0.0150897466186731
2591.76527650216,0.0154210094467834
2588.03611783093,0.0157278647668377
2584.30695915971,0.0152731109628589
2580.57780048848,0.0145675484289401
2576.84864181725,0.014571017567073
2573.11948314603,0.0150687140878049
2569.3903244748,0.0151749187212109
2565.66116580358,0.0129735907096133
2561.93200713235,0.0116158725990422
2558.20284846112,0.011651397712137
2554.4736897899,0.0114319592972969
2550.74453111867,0.0100664703690474
2547.01537244744,0.00914929309862873
2543.28621377622,0.0102717651199233
2539.55705510499,0.0112682792728508
2535.82789643377,0.0104077154833269
2532.09873776254,0.00890125131188218
2528.36957909131,0.00865455200368605
2524.64042042009,0.00872213323249893
2520.91126174886,0.00850149687411773
2517.18210307763,0.00838216936892952
2513.45294440641,0.00921792702186374
2509.72378573518,0.0101505502682129
2505.99462706396,0.00858730284162057
2502.26546839273,0.0066877982526355
2498.5363097215,0.00759521407757748
2494.80715105028,0.00843875731747034
2491.07799237905,0.00845702303466283
2487.34883370782,0.00734610837875271
2483.6196750366,0.00590705965592157
2479.89051636537,0.00631974074405883
2476.16135769415,0.00606427489773628
2472.43219902292,0.00526382609904592
2468.70304035169,0.00510961308288076
2464.97388168047,0.00463858383310566
2461.24472300924,0.00450563418437647
2457.51556433801,0.00453721420712544
2453.78640566679,0.0037808349997249
2450.05724699556,0.00285454895870219
2446.32808832433,0.00323231469852304
2442.59892965311,0.00239871238437567
2438.86977098188,0.00179868581728603
2435.14061231066,0.00147817554876192
2431.41145363943,0.00057755786305197
2427.6822949682,0.00151199961498213
2423.95313629698,0.00334773667180522
2420.22397762575,0.00304420194166271
2416.49481895452,0.00259643312359602
2412.7656602833,0.00211458023664304
2409.03650161207,0.00164114213542497
2405.30734294085,0.00133751161299069
2401.57818426962,0.000919945757581139
2397.84902559839,0.0011093029361487
2394.11986692717,0.00187208427674895
2390.39070825594,0.00294118426571669
2386.66154958471,0.00318187796676445
2382.93239091349,0.00238014651843431
2379.20323224226,0.00150701013268464
2375.47407357104,0.000649980312383747
2371.74491489981,0.000526970632147615
2368.01575622858,0.00156087396001071
2364.28659755736,0.00251485583501683
2360.55743888613,0.00201488700654719
2356.8282802149,0.00161073050944902
2353.09912154368,0.0022714017345464
2349.36996287245,0.00246834974279042
2345.64080420122,0.00204638391607942
2341.91164553,0.00206350793815669
2338.18248685877,0.0020690466511769
2334.45332818755,0.00185636221451375
2330.72416951632,0.00194644068240319
2326.99501084509,0.00174804078497256
2323.26585217387,0.0014145728891631
2319.53669350264,0.00109395844731656
2315.80753483141,0.000754227932005485
2312.07837616019,0.00068062371372496
2308.34921748896,0.000331680232674083
2304.62005881774,-0.000477785919932661
2300.89090014651,-0.00169309144158246
2297.16174147528,-0.00107706399359072
2293.43258280406,0.0015159733014527
2289.70342413283,0.00215047100217574
2285.9742654616,-0.00376882844000392
2282.24510679038,-0.00543788227820131
2278.51594811915,0.00322241670903978
2274.78678944793,0.00674480842881511
2271.0576307767,-0.00400985953930491
2267.32847210547,-0.0167551094224585
2263.59931343425,-0.0116822223219567
2259.87015476302,0.00562449904519344
2256.14099609179,0.0125795743910707
2252.41183742057,0.000289928824375013
2248.68267874934,-0.0176871075960019
2244.95352007812,-0.0145424934831327
2241.22436140689,-0.00203997430042148
2237.49520273566,-0.0109191985402054
2233.76604406444,-0.0221503422127524
2230.03688539321,-0.0237746160797352
2226.30772672198,-0.0203771234291718
2222.57856805076,0.0113665385358468
2218.84940937953,0.0267310508202828
2215.1202507083,0.0121072901268967
2211.39109203708,-0.00258888148961123
2207.66193336585,-0.00646385588436465
2203.93277469463,-0.018927802480781
2200.2036160234,-0.0242328693931751
2196.47445735217,-0.0294916845306252
2192.74529868095,-0.0263960620678562
2189.01614000972,-0.0192571703063624
2185.28698133849,-0.019116852656641
2181.55782266727,0.00562240507060024
2177.82866399604,0.0202031443576621
2174.09950532482,0.0133948249597384
2170.37034665359,0.0306396916604545
2166.64118798236,-0.0039428121028473
2162.91202931114,-0.0476407819638591
2159.18287063991,-0.0275350613637654
2155.45371196868,0.0206061365152064
2151.72455329746,0.00773617773665522
2147.99539462623,-0.0135592489592297
2144.26623595501,0.00670482546495108
2140.53707728378,0.0214844958424042
2136.80791861255,0.00966553099863211
2133.07875994133,7.68520707893038E-05
2129.3496012701,-0.00699805660529224
2125.62044259887,-0.00735692507145204
2121.89128392765,-0.00112043303746968
2118.16212525642,-0.00940042610518678
2114.4329665852,-0.0147973119643866
2110.70380791397,-0.0106026343611833
2106.97464924274,-0.00623331730417179
2103.24549057152,-0.00896621424830054
2099.51633190029,-0.0138132940111081
2095.78717322906,-0.0070573399487046
2092.05801455784,-0.00337385153387347
2088.32885588661,-0.00472994990403872
2084.59969721538,-0.00630590256159379
2080.87053854416,-0.00540768085500168
2077.14137987293,-0.00842103814736237
2073.41222120171,-0.0152138593526709
2069.68306253048,-0.01528869139264
2065.95390385925,-0.00945336573447173
2062.22474518803,-0.0182648721804162
2058.4955865168,-0.0238645015899228
2054.76642784557,-0.0101450716550905
2051.03726917435,0.00435623683472181
2047.30811050312,-0.0102521533152651
2043.5789518319,-0.0273107599382808
2039.84979316067,-0.0195211001830011
2036.12063448944,0.00502888485728109
2032.39147581822,-0.00607317845714737
2028.66231714699,-0.0364723285273594
2024.93315847576,-0.0415522478037916
2021.20399980454,-0.0155377706966878
2017.47484113331,-0.00623378663673506
2013.74568246209,-0.00873190735742896
2010.01652379086,0.00587594926510454
2006.28736511963,0.00325762857473664
2002.55820644841,-0.0194049207815133
1998.82904777718,-0.0400586899271018
1995.09988910595,-0.0392735543666525
1991.37073043473,-0.0118690820420753
1987.6415717635,0.00209513458929697
1983.91241309228,0.000599087049720278
1980.18325442105,-0.0146406228384345
1976.45409574982,-0.0140241361598621
1972.7249370786,0.0195865301918369
1968.99577840737,0.034709367197151
1965.26661973614,0.0102927990347481
1961.53746106492,-0.0111915162612996
1957.80830239369,-0.00956300989173188
1954.07914372246,-0.00900599503166975
1950.34998505124,-0.0128465860544703
1946.62082638001,0.00575069295483932
1942.89166770879,0.0188264602778281
1939.16250903756,0.0106635605113651
1935.43335036633,0.00317049419647461
1931.70419169511,0.0065908626828199
1927.97503302388,0.0124148570153253
1924.24587435265,0.0128813908327332
1920.51671568143,0.00915587349563305
1916.7875570102,0.00225885239936826
1913.05839833898,-0.00884409024998697
1909.32923966775,-0.0115310139675289
1905.60008099652,-0.00355700135656179
1901.8709223253,0.00346358499554223
1898.14176365407,0.00477207149882958
1894.41260498284,0.00414959078192424
1890.68344631162,0.00500090115976703
1886.95428764039,0.00638241917651253
1883.22512896917,0.00433799738087531
1879.49597029794,0.00296706160748665
1875.76681162671,0.00354600835348552
1872.03765295549,0.00496369541013766
1868.30849428426,0.00553541597202737
1864.57933561303,0.00569450082382506
1860.85017694181,0.00468738792707035
1857.12101827058,0.00542851379942931
1853.39185959936,0.00778591931234756
1849.66270092813,0.00944257817272496
1845.9335422569,0.00819428277343067
1842.20438358568,0.00771971881409392
1838.47522491445,0.00836613365118337
1834.74606624322,0.00868732036265238
1831.016907572,0.00955406714016728
1827.28774890077,0.0105482474063793
1823.55859022954,0.0108856849492122
1819.82943155832,0.0102698227259542
1816.10027288709,0.0103775217686568
1812.37111421587,0.0114811643382205
1808.64195554464,0.0128675462138175
1804.91279687341,0.0137949779090613
1801.18363820219,0.0142044951470398
1797.45447953096,0.0147248349990172
1793.72532085973,0.0157536913924023
1789.99616218851,0.0172973258768852
1786.26700351728,0.0190209562097205
1782.53784484606,0.0206481187055968
1778.80868617483,0.0222201839111198
1775.0795275036,0.0242825833129436
1771.35036883238,0.0277175233160511
1767.62121016115,0.0335863417215957
1763.89205148992,0.0412338019306147
1760.1628928187,0.0504821025832559
1756.43373414747,0.0650780014722516
1752.70457547625,0.091543447139695
1748.97541680502,0.137253158580226
1745.24625813379,0.208397223431334
1741.51709946257,0.296608830406621
1737.78794079134,0.361771423466292
1734.05878212011,0.345324523313365
1730.32962344889,0.270266942031148
1726.60046477766,0.196516197928882
1722.87130610643,0.147309495355094
1719.14214743521,0.128859396475859
1715.41298876398,0.139313791614785
1711.68383009276,0.156690808928816
1707.95467142153,0.153581456821987
1704.2255127503,0.125648568083694
1700.49635407908,0.0922931795980756
1696.76719540785,0.0706945933109948
1693.03803673662,0.0581852683127101
1689.3088780654,0.0482830076715749
1685.57971939417,0.0387994100034446
1681.85056072295,0.0322102218654936
1678.12140205172,0.0275158549784123
1674.39224338049,0.0239983394618946
1670.66308470927,0.0215037586822486
1666.93392603804,0.0196748494662214
1663.20476736681,0.0182291943045394
1659.47560869559,0.0171185324206406
1655.74645002436,0.0156908028003795
1652.01729135314,0.0142126493359776
1648.28813268191,0.0127015016098271
1644.55897401068,0.0118397166086918
1640.82981533946,0.0112247518756594
1637.10065666823,0.0102316861703989
1633.371497997,0.00927715912313746
1629.64233932578,0.00874637025971434
1625.91318065455,0.00806106940083112
1622.18402198333,0.00733084377738782
1618.4548633121,0.00673468400641021
1614.72570464087,0.00618042313945039
1610.99654596965,0.00573551050198536
1607.26738729842,0.00519790293591668
1603.53822862719,0.00459693875913508
1599.80906995597,0.00419888491458198
1596.07991128474,0.00386121922866518
1592.35075261351,0.00354581278028884
1588.62159394229,0.00334636510978116
1584.89243527106,0.00322432732235368
1581.16327659984,0.00304653476782455
1577.43411792861,0.00302386386869724
1573.70495925738,0.00308043762465832
1569.97580058616,0.00307989494980456
1566.24664191493,0.0032338647417201
1562.5174832437,0.00363166390409527
1558.78832457248,0.0040291475273266
1555.05916590125,0.00434406805081065
1551.33000723003,0.00463891599537759
1547.6008485588,0.00523448246075059
1543.87168988757,0.00574003617388569
1540.14253121635,0.00581839042204493
1536.41337254512,0.00587275595256767
1532.68421387389,0.00605908729675813
1528.95505520267,0.0064837190987697
1525.22589653144,0.00713432486632204
1521.49673786022,0.00756497678703618
1517.76757918899,0.00793087923351013
1514.03842051776,0.00848490488335665
1510.30926184654,0.0091096302313115
1506.58010317531,0.00951083379407015
1502.85094450408,0.0102295659348527
1499.12178583286,0.0114597890766636
1495.39262716163,0.0133356488186181
1491.66346849041,0.0157592787029195
1487.93430981918,0.0183499811471775
1484.20515114795,0.0212898384988758
1480.47599247673,0.0281423122963055
1476.7468338055,0.0499039394702245
1473.01767513427,0.0869895618059696
1469.28851646305,0.113370114410772
1465.55935779182,0.121983019432185
1461.83019912059,0.122322165684095
1458.10104044937,0.112047937869562
1454.37188177814,0.096522263869444
1450.64272310692,0.0832556181496231
1446.91356443569,0.0723399235250913
1443.18440576446,0.0624532724125698
1439.45524709324,0.0517588749064427
1435.72608842201,0.0420554699896929
1431.99692975078,0.0367219043545634
1428.26777107956,0.0352909166002283
1424.53861240833,0.0362753561515025
1420.80945373711,0.038328857244635
1417.08029506588,0.0403291155475535
1413.35113639465,0.0418837395088048
1409.62197772343,0.0432934937325744
1405.8928190522,0.0435831086556999
1402.16366038097,0.042343556152179
1398.43450170975,0.0409269736132584
1394.70534303852,0.0418218981373903
1390.9761843673,0.0465362133029394
1387.24702569607,0.0532153764151277
1383.51786702484,0.0576541014768313
1379.78870835362,0.0541564047869464
1376.05954968239,0.0444883252057835
1372.33039101116,0.0385809016017302
1368.60123233994,0.0377855632160415
1364.87207366871,0.0391877956933627
1361.14291499749,0.0396315963445556
1357.41375632626,0.0384485895571182
1353.68459765503,0.0375949087286817
1349.95543898381,0.0382049777164289
1346.22628031258,0.0399571010833589
1342.49712164135,0.0406404599427849
1338.76796297013,0.039159077100532
1335.0388042989,0.037288789209845
1331.30964562767,0.0361019848751558
1327.58048695645,0.0358029449594786
1323.85132828522,0.0367715480789862
1320.122169614,0.0391469054402857
1316.39301094277,0.0423416273687683
1312.66385227154,0.0459677017595463
1308.93469360032,0.0498244469164926
1305.20553492909,0.0537077509238345
1301.47637625786,0.0573251603797074
1297.74721758664,0.0600053908477953
1294.01805891541,0.0611513898103455
1290.28890024419,0.0615434091573273
1286.55974157296,0.0621853671986422
1282.83058290173,0.063907153288712
1279.10142423051,0.0672031156705546
1275.37226555928,0.0716114489034199
1271.64310688805,0.076053421073635
1267.91394821683,0.0800156734367068
1264.1847895456,0.0838247548620921
1260.45563087438,0.0880066279172553
1256.72647220315,0.091715227270922
1252.99731353192,0.0942058671357014
1249.2681548607,0.0960545430024747
1245.53899618947,0.0983624988038928
1241.80983751824,0.10114334453672
1238.08067884702,0.103560796199651
1234.35152017579,0.105290298862106
1230.62236150457,0.106651319961075
1226.89320283334,0.10729787888164
1223.16404416211,0.107887955354504
1219.43488549089,0.10991088592879
1215.70572681966,0.114355697166064
1211.97656814843,0.121326228451989
1208.24740947721,0.129905458606326
1204.51825080598,0.138477202236361
1200.78909213475,0.144793958959994
1197.05993346353,0.146916117806344
1193.3307747923,0.146474014366678
1189.60161612108,0.147527213343868
1185.87245744985,0.152545991486611
1182.14329877862,0.161007094557348
1178.4141401074,0.170573618622304
1174.68498143617,0.177330764512519
1170.95582276494,0.176214781320631
1167.22666409372,0.163975425763878
1163.49750542249,0.14338280116152
1159.76834675127,0.121151433097296
1156.03918808004,0.103136301242742
1152.31002940881,0.0923329194682535
1148.58087073759,0.0875514856415568
1144.85171206636,0.0854477736670882
1141.12255339513,0.0833954457793927
1137.39339472391,0.0794697640317415
1133.66423605268,0.0750730867317175
1129.93507738146,0.0752303490331359
1126.20591871023,0.0801823005380424
1122.476760039,0.0829753477851073
1118.74760136778,0.0811380764417022
1115.01844269655,0.0782245693776033
1111.28928402532,0.0755908618579111
1107.5601253541,0.0735178051228277
1103.83096668287,0.074900627206574
1100.10180801165,0.0809584558453806
1096.37264934042,0.0861943294180761
1092.64349066919,0.0766192381882921
1088.91433199797,0.0609678446539271
1085.18517332674,0.0671608158919512
1081.45601465551,0.0867993145956832
1077.72685598429,0.101327444183841
1073.99769731306,0.103274367775674
1070.26853864183,0.0970989469348002
1066.53937997061,0.0879551591459168
1062.81022129938,0.0771996201977872
1059.08106262816,0.0658474257688627
1055.35190395693,0.055612121054001
1051.6227452857,0.0476852806335004
1047.89358661448,0.042146441594945
1044.16442794325,0.0390942929322308
1040.43526927202,0.0381682859328254
1036.7061106008,0.0390613185772866
1032.97695192957,0.0416588910940164
1029.24779325835,0.0460483681732156
1025.51863458712,0.0544127331517499
1021.78947591589,0.0691368633443361
1018.06031724467,0.0809979148792361
1014.33115857344,0.079719595005095
1010.60199990221,0.0724450126381788
1006.87284123099,0.0679377324197531
1003.14368255976,0.0679778971921918
999.414523888535,0.0701260674758276
995.685365217309,0.0699339583501401
991.956206546083,0.0654197317895791
988.227047874856,0.0587348796834152
984.49788920363,0.0522430453387515
980.768730532404,0.0470505844636546
977.039571861178,0.0436697433075554
973.310413189951,0.042519619395619
969.581254518725,0.0431915845249408
965.852095847499,0.0448802583934997
