Wavenumbercm-1,chloride
3639.65886311675,-0.00121556881270312
3635.92970444552,-0.00123335813925354
3632.20054577429,-0.00146638815519006
3628.47138710307,-0.00203446924765623
3624.74222843184,-0.00217281120622403
3621.01306976062,-0.00167809014865607
3617.28391108939,-0.00146102929473923
3613.55475241816,-0.00145557566078294
3609.82559374694,-0.00145909008574832
3606.09643507571,-0.0018268860939343
3602.36727640448,-0.0021388428483337
3598.63811773326,-0.00157513208800224
3594.90895906203,-0.000855698855821077
3591.1798003908,-0.000999288363124519
3587.45064171958,-0.00109912772612822
3583.72148304835,-0.000963759177967045
3579.99232437713,-0.000952978014098084
3576.2631657059,-0.00148082411085978
3572.53400703467,-0.00210000853400381
3568.80484836345,-0.00137274982568889
3565.07568969222,-0.000771455350567947
3561.34653102099,-0.00153742441968764
3557.61737234977,-0.0021912617270366
3553.88821367854,-0.00268139202862791
3550.15905500732,-0.00301850065118947
3546.42989633609,-0.00256862598563074
3542.70073766486,-0.00239795790224823
3538.97157899364,-0.00281513739740236
3535.24242032241,-0.00277752844984211
3531.51326165118,-0.00252734226918296
3527.78410297996,-0.00333559908173816
3524.05494430873,-0.00434678693939703
3520.32578563751,-0.00410604842321391
3516.59662696628,-0.00385460606111851
3512.86746829505,-0.00440246592766397
3509.13830962383,-0.00458974750651363
3505.4091509526,-0.00425741143422638
3501.67999228137,-0.00389179390761715
3497.95083361015,-0.00315486538869855
3494.22167493892,-0.00276743545870926
3490.4925162677,-0.00328428814284151
3486.76335759647,-0.00414324905465763
3483.03419892524,-0.0037525389001197
3479.30504025402,-0.00262774860579149
3475.57588158279,-0.00280962590453938
3471.84672291156,-0.00368426865083767
3468.11756424034,-0.00392822294071812
3464.38840556911,-0.0034784068507581
3460.65924689788,-0.00275776237105377
3456.93008822666,-0.00251322016789888
3453.20092955543,-0.00260946535193726
3449.47177088421,-0.00320786711402457
3445.74261221298,-0.00388086847349112
3442.01345354175,-0.00390954650957729
3438.28429487053,-0.00386879698978365
3434.5551361993,-0.00344847860679376
3430.82597752807,-0.00246495341629906
3427.09681885685,-0.00204811153359594
3423.36766018562,-0.00241056572471669
3419.6385015144,-0.00284301973972368
3415.90934284317,-0.00294921127340506
3412.18018417194,-0.00236975339148733
3408.45102550072,-0.00157207985907234
3404.72186682949,-0.00140784486833723
3400.99270815826,-0.0019578226691116
3397.26354948704,-0.00198840794694233
3393.53439081581,-0.00150445194131663
3389.80523214459,-0.00109696551246519
3386.07607347336,-0.000919568792566133
3382.34691480213,-0.00117913420975213
3378.61775613091,-0.00167171579908697
3374.88859745968,-0.00166099859523912
3371.15943878845,-0.000925167201739331
3367.43028011723,-0.000858010445651133
3363.701121446,-0.00139865846152729
3359.97196277478,-0.00110571427225711
3356.24280410355,-0.000614345820850071
3352.51364543232,-0.000575787102393081
3348.7844867611,-0.00101197017819009
3345.05532808987,-0.0016375592966583
3341.32616941864,-0.00162467520805353
3337.59701074742,-0.000781105625900929
3333.86785207619,-0.000124147340542936
3330.13869340496,-0.00020820615666672
3326.40953473374,4.40218200249351E-05
3322.68037606251,0.000404683190156997
3318.95121739129,0.000226336025208704
3315.22205872006,0.000530505238738214
3311.49290004883,0.000969882211121553
3307.76374137761,0.000603291827772114
3304.03458270638,0.000452314359395516
3300.30542403515,0.00109941958594241
3296.57626536393,0.00157891768387344
3292.8471066927,0.00147935079355642
3289.11794802148,0.0016782444018615
3285.38878935025,0.0023247557522931
3281.65963067902,0.00222019503916471
3277.9304720078,0.0018506025361683
3274.20131333657,0.00223677574786255
3270.47215466534,0.00256409912554818
3266.74299599412,0.00295823542895211
3263.01383732289,0.00340332740128449
3259.28467865167,0.00393319325878149
3255.55551998044,0.00468223976844859
3251.82636130921,0.00483668661511746
3248.09720263799,0.00441250894801495
3244.36804396676,0.00439185499316676
3240.63888529553,0.00481731994934599
3236.90972662431,0.00502996259884731
3233.18056795308,0.00543833816615326
3229.45140928185,0.00621224445006057
3225.72225061063,0.00642211479812875
3221.9930919394,0.00628661755041603
3218.26393326818,0.00664899619011158
3214.53477459695,0.00688378625166646
3210.80561592572,0.00665553955008313
3207.0764572545,0.00677595801936897
3203.34729858327,0.0076200653425823
3199.61813991204,0.00825095544877986
3195.88898124082,0.00766088128385121
3192.15982256959,0.0073501733747743
3188.43066389837,0.00828070743516691
3184.70150522714,0.00953377441203095
3180.97234655591,0.0105625650325483
3177.24318788469,0.0103948118854063
3173.51402921346,0.00959862825716543
3169.78487054223,0.00996236549942894
3166.05571187101,0.0106686649939441
3162.32655319978,0.0109855901313323
3158.59739452856,0.0112480168300377
3154.86823585733,0.0113048558215691
3151.1390771861,0.011054185858071
3147.40991851488,0.0107201072472451
3143.68075984365,0.0108114882644061
3139.95160117242,0.0109444113922468
3136.2224425012,0.0108218936346606
3132.49328382997,0.010899112388519
3128.76412515875,0.0110446215417329
3125.03496648752,0.0112527198209998
3121.30580781629,0.0117930121207323
3117.57664914507,0.0121247032675681
3113.84749047384,0.011748263648187
3110.11833180261,0.0112895164233237
3106.38917313139,0.0112438217842536
3102.66001446016,0.0116555619544711
3098.93085578893,0.0122561249540018
3095.20169711771,0.01270859880737
3091.47253844648,0.0129535858961008
3087.74337977526,0.0126162539326383
3084.01422110403,0.0120974484709517
3080.2850624328,0.0122383003356138
3076.55590376158,0.0125273085728104
3072.82674509035,0.0120938210914678
3069.09758641912,0.0118861755645749
3065.3684277479,0.0121752194378153
3061.63926907667,0.0123395897391552
3057.91011040545,0.0126439534677419
3054.18095173422,0.0128382370688159
3050.45179306299,0.0124199845761746
3046.72263439177,0.0120940954246082
3042.99347572054,0.0122047142218424
3039.26431704931,0.0125087537166892
3035.53515837809,0.0124680875893973
3031.80599970686,0.0120876287538538
3028.07684103564,0.0121858005543416
3024.34768236441,0.0122769877929918
3020.61852369318,0.0121588888433657
3016.88936502196,0.0118961010107669
3013.16020635073,0.011036183456324
3009.4310476795,0.0100790509111055
3005.70188900828,0.0101506417528844
3001.97273033705,0.0102873181213307
2998.24357166583,0.00905376902581484
2994.5144129946,0.00742560711556034
2990.78525432337,0.00613847636768308
2987.05609565215,0.00464881548757196
2983.32693698092,0.00189716521767946
2979.59777830969,-0.0017324817414584
2975.86861963847,0.00104565922072197
2972.13946096724,0.0197565712206414
2968.41030229601,0.0500626112042042
2964.68114362479,0.0764689994570979
2960.95198495356,0.0906433612858932
2957.22282628234,0.0964617548399485
2953.49366761111,0.103246829685882
2949.76450893988,0.11732729098933
2946.03535026866,0.137841714927453
2942.30619159743,0.161927020129385
2938.5770329262,0.18753105072355
2934.84787425498,0.207794352224477
2931.11871558375,0.213586174518261
2927.38955691253,0.202265029010617
2923.6603982413,0.178579454547273
2919.93123957007,0.151594099753948
2916.20208089885,0.128115255599506
2912.47292222762,0.109855180779886
2908.74376355639,0.0950817390090337
2905.01460488517,0.0815931794538519
2901.28544621394,0.068669660539315
2897.55628754272,0.0573007079070685
2893.82712887149,0.0485287641410723
2890.09797020026,0.043701797094486
2886.36881152904,0.0443005378990439
2882.63965285781,0.0500520922043254
2878.91049418658,0.0572392997750578
2875.18133551536,0.0650045194319493
2871.45217684413,0.0797358858011017
2867.72301817291,0.102413921684117
2863.99385950168,0.11971925031412
2860.26470083045,0.118335359371743
2856.53554215923,0.0990112146780204
2852.806383488,0.0717640953694467
2849.07722481677,0.0474205613074788
2845.34806614555,0.0313284294680675
2841.61890747432,0.0227984402938813
2837.88974880309,0.0184025973813531
2834.16059013187,0.0156196509531638
2830.43143146064,0.0138255585305005
2826.70227278942,0.0129752634336736
2822.97311411819,0.0127805557162704
2819.24395544696,0.0126773675388751
2815.51479677574,0.0119710684119724
2811.78563810451,0.0115544784095068
2808.05647943328,0.0116053816408051
2804.32732076206,0.0114025209609493
2800.59816209083,0.0112937702205589
2796.86900341961,0.0114334049793565
2793.13984474838,0.0112573356598792
2789.41068607715,0.0107295817759021
2785.68152740593,0.0101281947763296
2781.9523687347,0.00966345770764976
2778.22321006347,0.00934593067583613
2774.49405139225,0.00897129571071455
2770.76489272102,0.00869824209481788
2767.0357340498,0.0085483464677376
2763.30657537857,0.00822561424009259
2759.57741670734,0.00802410525952896
2755.84825803612,0.00793318872018299
2752.11909936489,0.00769720566812371
2748.38994069366,0.00750379187577009
2744.66078202244,0.00755943479818719
2740.93162335121,0.00760355397682933
2737.20246467999,0.00735711630242054
2733.47330600876,0.00690897080062584
2729.74414733753,0.00648157245819533
2726.01498866631,0.00599004611154192
2722.28582999508,0.00537571787933333
2718.55667132385,0.00488926518295513
2714.82751265263,0.00465263371336
2711.0983539814,0.00444106571229047
2707.36919531017,0.00423136121153837
2703.64003663895,0.00413674620179997
2699.91087796772,0.00423498267793783
2696.1817192965,0.00474654078640018
2692.45256062527,0.00519678818483842
2688.72340195404,0.00533583432174053
2684.99424328282,0.0054045435592347
2681.26508461159,0.00555630435732255
2677.53592594036,0.00580761675593532
2673.80676726914,0.0057808229939369
2670.07760859791,0.00545980207813063
2666.34844992669,0.00534487647292686
2662.61929125546,0.00542447831052561
2658.89013258423,0.00527227759117613
2655.16097391301,0.00506639106857298
2651.43181524178,0.00507612876769464
2647.70265657055,0.0047741057548913
2643.97349789933,0.00404944866403307
2640.2443392281,0.00397976887092151
2636.51518055688,0.00402341269217556
2632.78602188565,0.00384320723768735
2629.05686321442,0.00389197080968291
2625.3277045432,0.00403454362761734
2621.59854587197,0.00410818119935956
2617.86938720074,0.00394417014702607
2614.14022852952,0.00364966372918668
2610.41106985829,0.00387367819028527
2606.68191118707,0.00404524000650479
2602.95275251584,0.00399426840108815
2599.22359384461,0.00358906850153302
2595.49443517339,0.00313760571641491
2591.76527650216,0.00439592894100383
2588.03611783093,0.00586988270999676
2584.30695915971,0.00477171853573368
2580.57780048848,0.00356078041346398
2576.84864181725,0.00342284347173933
2573.11948314603,0.00371175458182163
2569.3903244748,0.00394969272781848
2565.66116580358,0.00275122500564965
2561.93200713235,0.00321503613589247
2558.20284846112,0.00472889095845059
2554.4736897899,0.00536395778313458
2550.74453111867,0.00519744474631485
2547.01537244744,0.00328184810850131
2543.28621377622,0.00112727889311584
2539.55705510499,0.000875478155946924
2535.82789643377,0.00190866296720489
2532.09873776254,0.00291599606155675
2528.36957909131,0.00390370549387391
2524.64042042009,0.0041299916986207
2520.91126174886,0.00361769313335718
2517.18210307763,0.00278638153146252
2513.45294440641,0.00382942220262701
2509.72378573518,0.00393698588919821
2505.99462706396,0.00268088603180561
2502.26546839273,0.00271501753298304
2498.5363097215,0.00405307312081052
2494.80715105028,0.005160659624398
2491.07799237905,0.00586532224573921
2487.34883370782,0.00542421527769436
2483.6196750366,0.00391640215354933
2479.89051636537,0.00301730276403163
2476.16135769415,0.00270616055453017
2472.43219902292,0.0029412617951632
2468.70304035169,0.00376393333430254
2464.97388168047,0.00375988939958565
2461.24472300924,0.00348867801828031
2457.51556433801,0.00291924264585808
2453.78640566679,0.00211362043559188
2450.05724699556,0.00241931110180272
2446.32808832433,0.00425792036613211
2442.59892965311,0.00410699078802046
2438.86977098188,0.00394619135080595
2435.14061231066,0.00427868423871244
2431.41145363943,0.00202918131042056
2427.6822949682,0.000743633695472845
2423.95313629698,0.00286201437423664
2420.22397762575,0.00430659036784112
2416.49481895452,0.00413716522605749
2412.7656602833,0.00389014233774674
2409.03650161207,0.00270605990694866
2405.30734294085,0.00276926508581446
2401.57818426962,0.00280429908036755
2397.84902559839,0.00217581694026869
2394.11986692717,0.00257297153169456
2390.39070825594,0.00325156217500578
2386.66154958471,0.0029678448999718
2382.93239091349,0.002096069990867
2379.20323224226,0.0020477912006871
2375.47407357104,0.00158091084206898
2371.74491489981,0.00148097738979504
2368.01575622858,0.00198169273891732
2364.28659755736,0.00261610813797056
2360.55743888613,0.00248365371553127
2356.8282802149,0.00205826454976113
2353.09912154368,0.00228081929994412
2349.36996287245,0.00252860289487949
2345.64080420122,0.00242731966881636
2341.91164553,0.00255056842170371
2338.18248685877,0.00265788220552496
2334.45332818755,0.00232055940347842
2330.72416951632,0.00199903718943213
2326.99501084509,0.00210879899071473
2323.26585217387,0.0016669600072956
2319.53669350264,0.000588231248113711
2315.80753483141,0.000922465074872399
2312.07837616019,0.00183068439708842
2308.34921748896,0.00154609058386792
2304.62005881774,0.000326989038306692
2300.89090014651,-5.54276403386313E-05
2297.16174147528,0.000973763982885891
2293.43258280406,0.000541647346485893
2289.70342413283,0.00106441168645665
2285.9742654616,0.00164357071337467
2282.24510679038,-0.000695979837938164
2278.51594811915,0.00114811545574248
2274.78678944793,0.00449234136726899
2271.0576307767,0.00342842513804546
2267.32847210547,-0.00489747063289141
2263.59931343425,-0.00477488627684525
2259.87015476302,0.00865761234816026
2256.14099609179,0.0161942224585898
2252.41183742057,0.00737467024348094
2248.68267874934,-0.00115810487621583
2244.95352007812,0.000554712919410204
2241.22436140689,-0.00112958028683954
2237.49520273566,-0.0110288383216067
2233.76604406444,-0.01371624355499
2230.03688539321,-0.00969553492757334
2226.30772672198,-0.0114567510883008
2222.57856805076,0.00900134351136293
2218.84940937953,0.0127231971330887
2215.1202507083,0.00800113436129358
2211.39109203708,0.00950278862712104
2207.66193336585,0.00137308268736857
2203.93277469463,-0.00769822624479032
2200.2036160234,-0.0176301500167834
2196.47445735217,-0.0455343899542444
2192.74529868095,-0.0500051395663423
2189.01614000972,-0.00892970993471229
2185.28698133849,0.0116741750090657
2181.55782266727,0.00988593982886702
2177.82866399604,-0.00770402777026338
2174.09950532482,-0.00979408676209108
2170.37034665359,0.0136178635327044
2166.64118798236,0.011231457806615
2162.91202931114,0.0146846045066749
2159.18287063991,0.0371088112656654
2155.45371196868,0.0162751361872535
2151.72455329746,-0.0403037054862241
2147.99539462623,-0.0604029996120947
2144.26623595501,-0.0182877205061959
2140.53707728378,0.0084278553984834
2136.80791861255,-0.00573817361151462
2133.07875994133,-0.0102042946017248
2129.3496012701,-0.00423567671127027
2125.62044259887,0.000576505794914001
2121.89128392765,-1.21564878008597E-05
2118.16212525642,-0.00447045403852418
2114.4329665852,-0.00706511237801602
2110.70380791397,-0.0132553680417992
2106.97464924274,-0.0184959939475954
2103.24549057152,-0.012671660688441
2099.51633190029,-0.00771041059750233
2095.78717322906,-0.00295864212707403
2092.05801455784,-0.000796985640730727
2088.32885588661,-0.00262262473046098
2084.59969721538,-0.00655298991653557
2080.87053854416,-0.0064931492828495
2077.14137987293,-0.0159085693608847
2073.41222120171,-0.0238561545290264
2069.68306253048,-0.0132788097226926
2065.95390385925,0.00183486266759084
2062.22474518803,0.00199566696922793
2058.4955865168,-0.0023614892200305
2054.76642784557,-0.000352059441580711
2051.03726917435,-0.00620009216188448
2047.30811050312,-0.0300429517032438
2043.5789518319,-0.0201270367778824
2039.84979316067,0.0241749649086524
2036.12063448944,0.0522346737833871
2032.39147581822,0.0378539200093769
2028.66231714699,-0.0114162380175101
2024.93315847576,-0.0468354393195035
2021.20399980454,-0.0119404787128503
2017.47484113331,0.00528316346397524
2013.74568246209,-0.0317020749628051
2010.01652379086,-0.0503840506373759
2006.28736511963,0.0209796921390314
2002.55820644841,0.0676695477647763
1998.82904777718,0.0203154097967551
1995.09988910595,-0.0125868808158304
1991.37073043473,-0.0128776128607757
1987.6415717635,-0.0074943655088288
1983.91241309228,0.0069172655490736
1980.18325442105,0.00344028009861476
1976.45409574982,-0.00445253513998734
1972.7249370786,0.0224324374738571
1968.99577840737,0.0186369517555681
1965.26661973614,-0.00310203647245556
1961.53746106492,-0.0104246514508477
1957.80830239369,-0.00369180839729761
1954.07914372246,0.014413113300711
1950.34998505124,0.0083085355939073
1946.62082638001,-0.00536442536905545
1942.89166770879,-0.0111938316437645
1939.16250903756,-0.00641454695882444
1935.43335036633,0.000761087321391251
1931.70419169511,0.00483702279342936
1927.97503302388,0.00819061587933783
1924.24587435265,0.00709776556593326
1920.51671568143,0.00543528004444362
1916.7875570102,0.00446748110742981
1913.05839833898,0.000568082701010358
1909.32923966775,0.00053206107845948
1905.60008099652,0.000970692960561332
1901.8709223253,-0.00110055500091421
1898.14176365407,0.00304922377653467
1894.41260498284,0.0073482467830845
1890.68344631162,0.00670135441964707
1886.95428764039,0.00471071964999253
1883.22512896917,0.00518446210180695
1879.49597029794,0.00542447153138888
1875.76681162671,0.00623868682528071
1872.03765295549,0.00807039372986275
1868.30849428426,0.0105170392469975
1864.57933561303,0.0111404149266891
1860.85017694181,0.0120257466750888
1857.12101827058,0.0138964359659452
1853.39185959936,0.0158296031983796
1849.66270092813,0.0182166458419495
1845.9335422569,0.021051772994437
1842.20438358568,0.0256371004441963
1838.47522491445,0.0309351042496661
1834.74606624322,0.0374776904477933
1831.016907572,0.0475393326423581
1827.28774890077,0.0606210554294572
1823.55859022954,0.0769307406778819
1819.82943155832,0.0965012631286912
1816.10027288709,0.121243453315344
1812.37111421587,0.151846883796014
1808.64195554464,0.18835260500055
1804.91279687341,0.228498266544797
1801.18363820219,0.260661718150569
1797.45447953096,0.269530964535937
1793.72532085973,0.250362757817531
1789.99616218851,0.212326103296512
1786.26700351728,0.168744573946247
1782.53784484606,0.129518307323097
1778.80868617483,0.0991459920116932
1775.0795275036,0.075413330880393
1771.35036883238,0.0589038503073311
1767.62121016115,0.0481041399891334
1763.89205148992,0.0404930907078313
1760.1628928187,0.0350225207902573
1756.43373414747,0.0314646755473921
1752.70457547625,0.0283266286068993
1748.97541680502,0.0246899855123714
1745.24625813379,0.0197135278948887
1741.51709946257,0.0145796520390984
1737.78794079134,0.0108143425416821
1734.05878212011,0.00917549728182401
1730.32962344889,0.00842894601581223
1726.60046477766,0.00702719512810974
1722.87130610643,0.005360699105969
1719.14214743521,0.00444299371146844
1715.41298876398,0.00448111233427332
1711.68383009276,0.005033090109565
1707.95467142153,0.00585385161385484
1704.2255127503,0.00691259092461132
1700.49635407908,0.00793932517525454
1696.76719540785,0.00958218951090704
1693.03803673662,0.0115519226374936
1689.3088780654,0.0117419420091094
1685.57971939417,0.00924585425984898
1681.85056072295,0.00646144585079722
1678.12140205172,0.0043960139441865
1674.39224338049,0.00314010375344894
1670.66308470927,0.0022901002569906
1666.93392603804,0.00202105406662005
1663.20476736681,0.0021203069070837
1659.47560869559,0.00235788202005444
1655.74645002436,0.00235516455897649
1652.01729135314,0.00218073677178157
1648.28813268191,0.00172580204733597
1644.55897401068,0.00149229126821106
1640.82981533946,0.00158085166813962
1637.10065666823,0.00134752649264512
1633.371497997,0.000829517839984476
1629.64233932578,0.000599741430004229
1625.91318065455,0.00029826550339135
1622.18402198333,-4.75000678083805E-05
1618.4548633121,-0.000287066773619199
1614.72570464087,-0.000701082025892366
1610.99654596965,-0.00121043871192072
1607.26738729842,-0.00162480938704341
1603.53822862719,-0.00210839664446538
1599.80906995597,-0.00240360475780571
1596.07991128474,-0.0025049977688761
1592.35075261351,-0.00270261159158039
1588.62159394229,-0.00301255942551699
1584.89243527106,-0.00328358605065273
1581.16327659984,-0.00341892851024663
1577.43411792861,-0.00343793793467764
1573.70495925738,-0.00335205550436218
1569.97580058616,-0.00325913784626564
1566.24664191493,-0.00288603901204041
1562.5174832437,-0.00225782122543101
1558.78832457248,-0.00191395477380361
1555.05916590125,-0.00151870561066756
1551.33000723003,-0.00103265321304201
1547.6008485588,-0.000406318210389629
1543.87168988757,2.94351218844925E-06
1540.14253121635,2.23654392415289E-05
1536.41337254512,3.64527512835252E-05
1532.68421387389,0.000130546656521639
1528.95505520267,0.000498122412302552
1525.22589653144,0.00104940608797968
1521.49673786022,0.00142171854799012
1517.76757918899,0.00179392626695269
1514.03842051776,0.00246181684756381
1510.30926184654,0.00293567815448616
1506.58010317531,0.00304292407322394
1502.85094450408,0.00354968845965768
1499.12178583286,0.00435784876056466
1495.39262716163,0.00563953011592159
1491.66346849041,0.00765088200236787
1487.93430981918,0.0102980164637333
1484.20515114795,0.0138169617906198
1480.47599247673,0.0212842578386679
1476.7468338055,0.0424899710216847
1473.01767513427,0.0762000139695486
1469.28851646305,0.0975063169110602
1465.55935779182,0.101665473587975
1461.83019912059,0.0985644667787332
1458.10104044937,0.0854324219044378
1454.37188177814,0.0684335555907619
1450.64272310692,0.0552240033921843
1446.91356443569,0.0462706332448953
1443.18440576446,0.0384577829637741
1439.45524709324,0.0285425030289178
1435.72608842201,0.0186034052135547
1431.99692975078,0.0118161201606077
1428.26777107956,0.00779713129121846
1424.53861240833,0.00555303525890846
1420.80945373711,0.00393787928727889
1417.08029506588,0.00268479791153219
1413.35113639465,0.00175358743784729
1409.62197772343,0.00136969126752715
1405.8928190522,0.00132596434007058
1402.16366038097,0.00124619058770333
1398.43450170975,0.000969359658615908
1394.70534303852,0.00100142945791772
1390.9761843673,0.00300919827621476
1387.24702569607,0.0098333364737353
1383.51786702484,0.0210428755698356
1379.78870835362,0.0262253970304649
1376.05954968239,0.0214527151331848
1372.33039101116,0.0160618321716013
1368.60123233994,0.0126456112279086
1364.87207366871,0.0106777019253682
1361.14291499749,0.0107626256497634
1357.41375632626,0.0128807974031946
1353.68459765503,0.0152198739908727
1349.95543898381,0.0169160632916694
1346.22628031258,0.0187564582198288
1342.49712164135,0.0194980264090281
1338.76796297013,0.0182844610761984
1335.0388042989,0.0167476874104294
1331.30964562767,0.0161281184601873
1327.58048695645,0.0164470016445552
1323.85132828522,0.0173621290514627
1320.122169614,0.0185920091738272
1316.39301094277,0.0197609140453548
1312.66385227154,0.0207587270247899
1308.93469360032,0.0214376546016543
1305.20553492909,0.0216604418020801
1301.47637625786,0.0215031543637382
1297.74721758664,0.0210403777573596
1294.01805891541,0.020375061647688
1290.28890024419,0.0199853337666122
1286.55974157296,0.0201163564017077
1282.83058290173,0.0203483097605107
1279.10142423051,0.0205978207195976
1275.37226555928,0.0211290814552525
1271.64310688805,0.0220723124407819
1267.91394821683,0.023284412455922
1264.1847895456,0.0244721790649047
1260.45563087438,0.0259028743835118
1256.72647220315,0.0275515178290689
1252.99731353192,0.0292825559883766
1249.2681548607,0.0308755262460297
1245.53899618947,0.0320860086276498
1241.80983751824,0.0329474366722
1238.08067884702,0.0338603029539239
1234.35152017579,0.0347208856815305
1230.62236150457,0.0355967147866164
1226.89320283334,0.0364605573299028
1223.16404416211,0.0370188379112805
1219.43488549089,0.0371611870784245
1215.70572681966,0.0372663049318817
1211.97656814843,0.0374258978917221
1208.24740947721,0.0378550759849955
1204.51825080598,0.0387227793893093
1200.78909213475,0.0396805586337218
1197.05993346353,0.0400897143006259
1193.3307747923,0.0400380823479709
1189.60161612108,0.0397265753132254
1185.87245744985,0.0389573464704257
1182.14329877862,0.0375574601972497
1178.4141401074,0.0356493776392569
1174.68498143617,0.0335870337323245
1170.95582276494,0.0312679202942352
1167.22666409372,0.0286511873785268
1163.49750542249,0.0265038540330016
1159.76834675127,0.0255989081972515
1156.03918808004,0.026938564653572
1152.31002940881,0.0310421291521899
1148.58087073759,0.0358497429582825
1144.85171206636,0.0386642117504443
1141.12255339513,0.039791645080194
1137.39339472391,0.040241806452023
1133.66423605268,0.0387887345863777
1129.93507738146,0.0346666540316568
1126.20591871023,0.0302667522010655
1122.476760039,0.0271593634367037
1118.74760136778,0.0252241429929435
1115.01844269655,0.0246771540578731
1111.28928402532,0.0263165191260338
1107.5601253541,0.0304861269698706
1103.83096668287,0.0374035087586861
1100.10180801165,0.0465914734277542
1096.37264934042,0.0542071966828541
1092.64349066919,0.0489650383697524
1088.91433199797,0.0301399714670352
1085.18517332674,0.0149214395663079
1081.45601465551,0.00965871082248926
1077.72685598429,0.0108982422493076
1073.99769731306,0.0142852416702967
1070.26853864183,0.0184712423740452
1066.53937997061,0.0227580529335931
1062.81022129938,0.0268841394364001
1059.08106262816,0.0307952413359507
1055.35190395693,0.0341083542187118
1051.6227452857,0.0364724639595294
1047.89358661448,0.0375507033274033
1044.16442794325,0.037876499323697
1040.43526927202,0.037703719693737
1036.7061106008,0.0375333633229403
1032.97695192957,0.0375080964553411
1029.24779325835,0.0366152434868038
1025.51863458712,0.0340925893416295
1021.78947591589,0.0305280747990555
1018.06031724467,0.0269323786642579
1014.33115857344,0.0246884705595561
1010.60199990221,0.0243436614347816
1006.87284123099,0.0253384595815304
1003.14368255976,0.02730214313881
999.414523888535,0.0297894275822692
995.685365217309,0.0327831206075201
991.956206546083,0.0368753092875137
988.227047874856,0.0423522153297705
